date,startup,vertical,subvertical,city,investors,round,amount,year,month,month_year,amount_category,investor_count
2016-07-21,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed,4.90875,2016,7,2016-07,1-10Cr,0
2016-01-06,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed,0.0,2016,1,2016-01,,0
2016-01-06,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,0.0,2016,1,2016-01,,0
2016-02-06,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,0.0,2016,2,2016-02,,4
2016-02-06,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed,0.0,2016,2,2016-02,,0
2016-02-06,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,8.25,2016,2,2016-02,1-10Cr,0
2016-02-06,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed,0.0,2016,2,2016-02,,0
2016-02-06,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,8.25,2016,2,2016-02,1-10Cr,0
2016-03-06,iCliniq,Consumer Internet,Doctor Consultation platform,Bangalore,MadhanKumar Madathupalayam,Seed,0.0,2016,3,2016-03,,0
2016-03-06,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed,0.61875,2016,3,2016-03,<1Cr,0
2016-03-06,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,16.5,2016,3,2016-03,10-50Cr,0
2016-06-06,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed,3.696,2016,6,2016-06,1-10Cr,0
2016-07-06,CueMath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,33.0,2016,7,2016-07,10-50Cr,2
2016-07-06,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,16.5,2016,7,2016-07,10-50Cr,2
2016-07-06,Intgrea,Technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed,0.825,2016,7,2016-07,<1Cr,0
2016-07-06,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,189.75,2016,7,2016-07,100-500Cr,2
2016-07-06,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,8.25,2016,7,2016-07,1-10Cr,0
2016-08-06,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed,8.25,2016,8,2016-08,1-10Cr,0
2016-08-06,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed,4.125,2016,8,2016-08,1-10Cr,3
2016-08-06,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed,1.65,2016,8,2016-08,1-10Cr,0
2016-08-06,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed,0.0,2016,8,2016-08,,0
2016-08-06,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed,0.0,2016,8,2016-08,,6
2016-08-06,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,132.0,2016,8,2016-08,100-500Cr,0
2016-08-06,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed,0.0,2016,8,2016-08,,2
2016-08-06,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed,1.65,2016,8,2016-08,1-10Cr,0
2016-09-06,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed,0.0,2016,9,2016-09,,0
2016-09-06,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed,0.0,2016,9,2016-09,,2
2016-09-06,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed,16.5,2016,9,2016-09,10-50Cr,0
2016-10-06,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed,0.0,2016,10,2016-10,,0
2016-10-06,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,4.125,2016,10,2016-10,1-10Cr,2
2016-10-06,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed,0.0,2016,10,2016-10,,4
2016-10-06,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,0.0,2016,10,2016-10,,0
2016-10-06,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed,0.0,2016,10,2016-10,,5
2016-11-06,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0,2016,11,2016-11,,0
2016-11-06,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0,2016,11,2016-11,,0
2016-11-06,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,0.0,2016,11,2016-11,,0
2016-06-13,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed,0.0,2016,6,2016-06,,0
2016-06-13,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,8.25,2016,6,2016-06,1-10Cr,0
2016-06-14,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed,0.0,2016,6,2016-06,,0
2016-06-14,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,0.0,2016,6,2016-06,,0
2016-06-14,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed,0.0,2016,6,2016-06,,0
2016-06-14,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,49.5,2016,6,2016-06,10-50Cr,3
2016-06-14,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed,8.25,2016,6,2016-06,1-10Cr,2
2016-06-14,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,36.3,2016,6,2016-06,10-50Cr,0
2016-06-15,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed,3.7125,2016,6,2016-06,1-10Cr,0
2016-06-15,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,0.0,2016,6,2016-06,,0
2016-06-16,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,3.7125,2016,6,2016-06,1-10Cr,0
2016-06-16,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,4.95,2016,6,2016-06,1-10Cr,0
2016-06-16,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed,0.0,2016,6,2016-06,,0
2016-06-16,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,0.0,2016,6,2016-06,,0
2016-06-16,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,165.0,2016,6,2016-06,100-500Cr,0
2016-06-16,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed,0.0,2016,6,2016-06,,0
2016-06-17,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,99.0,2016,6,2016-06,50-100Cr,2
2016-06-17,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,7.425,2016,6,2016-06,1-10Cr,0
2016-06-17,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,42.9,2016,6,2016-06,10-50Cr,2
2016-06-17,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed,0.0,2016,6,2016-06,,0
2016-06-17,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed,0.0,2016,6,2016-06,,2
2016-06-20,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed,0.0,2016,6,2016-06,,0
2016-06-20,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed,0.0,2016,6,2016-06,,0
2016-06-20,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed,0.0,2016,6,2016-06,,0
2016-06-21,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed,1.2375,2016,6,2016-06,1-10Cr,0
2016-06-21,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed,0.0,2016,6,2016-06,,0
2016-06-21,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,0.0,2016,6,2016-06,,2
2016-06-21,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,0.0,2016,6,2016-06,,0
2016-06-21,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed,3.3,2016,6,2016-06,1-10Cr,0
2016-06-21,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed,1.85625,2016,6,2016-06,1-10Cr,0
2016-06-21,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed,0.0,2016,6,2016-06,,0
2016-06-21,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed,1.2375,2016,6,2016-06,1-10Cr,0
2016-06-21,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,49.5,2016,6,2016-06,10-50Cr,2
2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed,1.2375,2016,6,2016-06,1-10Cr,5
2016-06-23,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,28.875,2016,6,2016-06,10-50Cr,0
2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed,1.7325,2016,6,2016-06,1-10Cr,3
2016-06-23,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed,0.0,2016,6,2016-06,,0
2016-06-23,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,0.0,2016,6,2016-06,,0
2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed,0.4125,2016,6,2016-06,<1Cr,2
2016-06-24,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed,0.0,2016,6,2016-06,,0
2016-06-24,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed,4.125,2016,6,2016-06,1-10Cr,0
2016-06-24,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,49.5,2016,6,2016-06,10-50Cr,0
2016-06-24,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,24.75,2016,6,2016-06,10-50Cr,0
2016-06-24,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed,1.221,2016,6,2016-06,1-10Cr,0
2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed,9.9,2016,6,2016-06,1-10Cr,7
2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed,0.825,2016,6,2016-06,<1Cr,0
2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed,0.0,2016,6,2016-06,,2
2016-06-27,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,24.75,2016,6,2016-06,10-50Cr,0
2016-06-28,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,66.0,2016,6,2016-06,50-100Cr,2
2016-06-28,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed,2.475,2016,6,2016-06,1-10Cr,0
2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,264.0,2016,6,2016-06,100-500Cr,4
2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed,2.43375,2016,6,2016-06,1-10Cr,0
2016-06-28,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed,0.0,2016,6,2016-06,,0
2016-06-28,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed,0.0,2016,6,2016-06,,0
2016-06-29,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,0.825,2016,6,2016-06,<1Cr,0
2016-06-29,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed,0.4125,2016,6,2016-06,<1Cr,0
2016-06-29,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed,0.0,2016,6,2016-06,,0
2016-06-29,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,12.375,2016,6,2016-06,10-50Cr,3
2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,206.25,2016,6,2016-06,100-500Cr,0
2016-06-30,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed,1.815,2016,6,2016-06,1-10Cr,0
2016-06-30,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,0.0,2016,6,2016-06,,2
2016-06-30,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,3.036,2016,6,2016-06,1-10Cr,0
2016-01-05,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed,0.0,2016,1,2016-01,,4
2016-01-05,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed,3.102,2016,1,2016-01,1-10Cr,0
2016-01-05,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed,1.19625,2016,1,2016-01,1-10Cr,0
2016-02-05,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed,0.0,2016,2,2016-02,,0
2016-03-05,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,412.5,2016,3,2016-03,100-500Cr,2
2016-03-05,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,0.0,2016,3,2016-03,,0
2016-03-05,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed,2.0625,2016,3,2016-03,1-10Cr,0
2016-03-05,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed,0.0,2016,3,2016-03,,0
2016-03-05,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed,1.485,2016,3,2016-03,1-10Cr,2
2016-03-05,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,0.0,2016,3,2016-03,,0
2016-04-05,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed,1.65,2016,4,2016-04,1-10Cr,5
2016-04-05,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,495.0,2016,4,2016-04,100-500Cr,6
2016-04-05,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,99.0,2016,4,2016-04,50-100Cr,4
2016-04-05,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed,1.65,2016,4,2016-04,1-10Cr,0
2016-04-05,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed,1.65,2016,4,2016-04,1-10Cr,0
2016-04-05,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed,1.2375,2016,4,2016-04,1-10Cr,0
2016-04-05,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed,4.125,2016,4,2016-04,1-10Cr,0
2016-04-05,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed,4.125,2016,4,2016-04,1-10Cr,0
2016-04-05,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed,4.125,2016,4,2016-04,1-10Cr,0
2016-05-05,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,0.0,2016,5,2016-05,,3
2016-05-05,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed,3.09375,2016,5,2016-05,1-10Cr,0
2016-06-05,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,8.25,2016,6,2016-06,1-10Cr,0
2016-06-05,Meesho,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed,0.0,2016,6,2016-06,,0
2016-07-05,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed,0.61875,2016,7,2016-07,<1Cr,0
2016-09-05,Locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,22.6875,2016,9,2016-09,10-50Cr,4
2016-09-05,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed,3.7125,2016,9,2016-09,1-10Cr,2
2016-09-05,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed,2.0625,2016,9,2016-09,1-10Cr,4
2016-10-05,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,49.5,2016,10,2016-10,10-50Cr,3
2016-10-05,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,12.375,2016,10,2016-10,10-50Cr,3
2016-10-05,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,148.5,2016,10,2016-10,100-500Cr,0
2016-10-05,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed,12.375,2016,10,2016-10,10-50Cr,0
2016-10-05,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,57.75,2016,10,2016-10,50-100Cr,3
2016-11-05,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,7.425,2016,11,2016-11,1-10Cr,0
2016-11-05,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,0.0,2016,11,2016-11,,4
2016-11-05,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,825.0,2016,11,2016-11,>500Cr,0
2016-12-05,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed,4.125,2016,12,2016-12,1-10Cr,6
2016-12-05,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,206.25,2016,12,2016-12,100-500Cr,4
2016-12-05,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,1.2375,2016,12,2016-12,1-10Cr,0
2016-12-05,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed,0.0,2016,12,2016-12,,7
2016-12-05,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed,0.0,2016,12,2016-12,,0
2016-12-05,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed,0.0,2016,12,2016-12,,3
2016-12-05,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed,0.0,2016,12,2016-12,,0
2016-05-13,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,111.375,2016,5,2016-05,100-500Cr,2
2016-05-13,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,18.15,2016,5,2016-05,10-50Cr,0
2016-05-16,Smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,8.25,2016,5,2016-05,1-10Cr,2
2016-05-16,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0,2016,5,2016-05,,2
2016-05-17,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,0.0,2016,5,2016-05,,0
2016-05-17,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,0.0,2016,5,2016-05,,3
2016-05-17,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed,0.0,2016,5,2016-05,,3
2016-05-18,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed,2.0625,2016,5,2016-05,1-10Cr,0
2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed,0.825,2016,5,2016-05,<1Cr,0
2016-05-18,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed,0.0,2016,5,2016-05,,0
2016-05-18,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,82.5,2016,5,2016-05,50-100Cr,2
2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,8.25,2016,5,2016-05,1-10Cr,0
2016-05-18,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed,0.0,2016,5,2016-05,,8
2016-05-19,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed,8.25,2016,5,2016-05,1-10Cr,0
2016-05-19,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity,0.0,2016,5,2016-05,,0
2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed,4.125,2016,5,2016-05,1-10Cr,0
2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed,4.125,2016,5,2016-05,1-10Cr,2
2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed,2.475,2016,5,2016-05,1-10Cr,0
2016-05-23,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed,0.0,2016,5,2016-05,,0
2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed,0.73425,2016,5,2016-05,<1Cr,0
2016-05-24,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed,0.0,2016,5,2016-05,,0
2016-05-24,Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed,8.25,2016,5,2016-05,1-10Cr,0
2016-05-25,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed,0.0,2016,5,2016-05,,0
2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,12.375,2016,5,2016-05,10-50Cr,0
2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed,0.825,2016,5,2016-05,<1Cr,0
2016-05-25,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed,0.0,2016,5,2016-05,,0
2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,16.5,2016,5,2016-05,10-50Cr,2
2016-05-26,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0,2016,5,2016-05,,3
2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed,3.91875,2016,5,2016-05,1-10Cr,0
2016-05-27,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed,0.0,2016,5,2016-05,,2
2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed,1.65,2016,5,2016-05,1-10Cr,2
2016-05-31,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed,0.0,2016,5,2016-05,,0
